"Plot Title: Zegveld 2"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 20143715, SEN S/N: 20143715)","Intensity, Lux (LGR S/N: 20143715, SEN S/N: 20143715)","Coupler Detached (LGR S/N: 20143715)","End Of File (LGR S/N: 20143715)"
434,06/06/18 11:54:39 AM,26.585,6200.0,,
435,06/06/18 11:55:09 AM,26.488,6200.0,,
436,06/06/18 11:55:39 AM,26.292,5511.1,,
437,06/06/18 11:56:09 AM,26.292,4305.6,,
438,06/06/18 11:56:39 AM,26.292,5338.9,,
439,06/06/18 11:57:09 AM,26.195,3616.7,,
440,06/06/18 11:57:39 AM,26.195,6544.5,,
441,06/06/18 11:58:09 AM,26.292,6544.5,,
442,06/06/18 11:58:39 AM,26.488,6544.5,,
443,06/06/18 11:59:09 AM,26.683,6544.5,,
444,06/06/18 11:59:39 AM,26.879,6544.5,,
445,06/06/18 12:00:09 PM,27.075,6544.5,,
446,06/06/18 12:00:39 PM,27.272,7233.4,,
447,06/06/18 12:01:09 PM,27.567,6544.5,,
448,06/06/18 12:01:39 PM,27.665,8611.2,,
449,06/06/18 12:02:09 PM,27.665,7577.8,,
450,06/06/18 12:02:39 PM,27.567,6544.5,,
451,06/06/18 12:03:09 PM,27.567,398.3,,
452,06/06/18 12:03:39 PM,27.468,21.5,,
453,06/06/18 12:04:09 PM,27.272,21.5,,
454,06/06/18 12:04:39 PM,27.173,21.5,,
455,06/06/18 12:05:09 PM,26.977,21.5,,
456,06/06/18 12:05:39 PM,26.879,32.3,,
457,06/06/18 12:06:09 PM,26.683,32.3,,
458,06/06/18 12:06:39 PM,26.585,21.5,,
459,06/06/18 12:07:09 PM,26.488,32.3,,
460,06/06/18 12:07:39 PM,26.390,32.3,,
461,06/06/18 12:08:09 PM,26.292,32.3,,
462,06/06/18 12:08:39 PM,26.195,7577.8,,
463,06/06/18 12:09:09 PM,26.292,7577.8,,
464,06/06/18 12:09:39 PM,26.390,3272.2,,
465,06/06/18 12:10:09 PM,26.390,7233.4,,
466,06/06/18 12:10:39 PM,26.292,7233.4,,
467,06/06/18 12:11:09 PM,26.292,5166.7,,
468,06/06/18 12:11:39 PM,26.292,7577.8,,
469,06/06/18 12:12:09 PM,26.390,3788.9,,
470,06/06/18 12:12:39 PM,26.585,8611.2,,
471,06/06/18 12:13:09 PM,26.683,8611.2,,
472,06/06/18 12:13:39 PM,26.879,8611.2,,
473,06/06/18 12:14:09 PM,27.075,5511.1,,
474,06/06/18 12:14:39 PM,27.173,6200.0,,
475,06/06/18 12:15:09 PM,27.075,5511.1,,
476,06/06/18 12:15:39 PM,27.075,6544.5,,
477,06/06/18 12:16:09 PM,27.075,6200.0,,
478,06/06/18 12:16:39 PM,27.075,6200.0,,
479,06/06/18 12:17:09 PM,27.075,6544.5,,
480,06/06/18 12:17:39 PM,27.075,6200.0,,
481,06/06/18 12:18:09 PM,27.075,6544.5,,
482,06/06/18 12:18:39 PM,27.075,7233.4,,
